tax1	k__Bacteria
tax1157	k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Atopococcus
tax1158	k__Bacteria,p__xThermix,c__Deinococci,o__Deinococcales,f__Trueperaceae
tax1159	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methyloferula,s__stellata
tax1160	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Sanguibacteraceae,g__Sanguibacter
tax1161	k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium,s__boliviensis
tax1162	k__Bacteria,p__Verrucomicrobia,c__xPedosphaeraex,o__xPedosphaeralesx,f__Ellin517
tax1163	k__Bacteria,p__Acidobacteria,c__RB25
tax1164	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Tepidimonas
tax1165	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Thermomonas,s__fusca
tax1166	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__Hydrogenophilus
tax1167	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Methylophilales,f__Methylophilaceae,g__Methylotenera,s__mobilis
tax1168	k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Pediococcus,s__inopinatus
tax1169	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Thermomonosporaceae,g__Actinomadura,s__vinacea
tax1170	k__Bacteria,p__Cyanobacteria,c__Nostocophycideae
tax1171	k__Bacteria,p__xThermix,c__Deinococci,o__Deinococcales,f__Trueperaceae,g__Truepera
tax1172	k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__FAC87
tax1173	k__Bacteria,p__Cyanobacteria,c__Nostocophycideae,o__Nostocales,f__Nostocaceae
tax1174	k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Pirellulales,f__Pirellulaceae,g__Pirellula
tax1175	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__equorum
tax1176	k__Bacteria,p__Cyanobacteria,c__Oscillatoriophycideae
tax1177	k__Bacteria,p__Tenericutes,c__Mollicutes,o__Acholeplasmatales
tax1178	k__Bacteria,p__Acidobacteria,c__xChloracidobacteriax,o__11SLASH24
tax1179	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Telmatospirillum
tax1180	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Blastomonas,s__natatoria
tax1181	k__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__JG30SLASHKFSLASHAS9
tax1182	k__Bacteria,p__Acidobacteria,c__xChloracidobacteriax,o__PK29
tax1183	k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Pseudobutyrivibrio,s__xylanivorans
tax1184	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Geodermatophilaceae,g__Blastococcus,s__jejuensis
tax1185	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Sinomonas
tax1186	k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,g__Leuconostoc,s__fallax
tax1187	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Necropsobacter
tax1188	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Providencia,s__stuartii
tax1189	k__Bacteria,p__Armatimonadetes,c__0319SLASH6E2
tax1190	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Arthrobacter,s__agilis
tax1191	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Samsonia
tax1192	k__Bacteria,p__Acidobacteria,c__Solibacteres,o__JHSLASHWHS99
tax1193	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Xanthomonas,s__axonopodis_pv._desmodiirotundifolii
tax1194	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__casei
tax1195	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Thermomonosporaceae,g__Actinomadura
tax1196	k__Bacteria,p__Bacteroidetes,c__xSaprospiraex,o__xSaprospiralesx,f__Chitinophagaceae,g__Chitinophaga,s__arvensicola
tax1197	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae
tax1198	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Caldimonas
tax1199	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Cohnella
tax1200	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Pelomonas,s__puraquae
tax1201	k__Bacteria,p__Spirochaetes,c__Spirochaetes,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__socranskii
tax1202	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__ginsengihumi
tax1203	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiohalorhabdales
tax1204	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Didymeles,s__perrieri
tax1205	k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__agilis
tax1206	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Kluyvera
tax1207	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Vitreoscilla,s__filiformis
tax1208	k__Bacteria,p__Acidobacteria,c__Holophagae,o__Holophagales,f__Holophagaceae
tax1209	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Arthrobacter,s__globiformis
tax1210	k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Acidobacteriaceae,g__Terriglobus
tax1211	k__Bacteria,p__Bacteroidetes,c__xSaprospiraex,o__xSaprospiralesx,f__Chitinophagaceae,g__Lacibacter
tax1212	k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__ureolyticus
tax1213	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Buchnera
tax1214	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Rahnella
tax1215	k__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Dethiosulfovibrionaceae,g__Pyramidobacter,s__piscolens
tax1216	k__Bacteria,p__Cyanobacteria,c__Oscillatoriophycideae,o__Oscillatoriales,f__Phormidiaceae
tax1217	k__Archaea,p__Crenarchaeota,c__Thaumarchaeota,o__Cenarchaeales,f__SAGMASLASHX
tax1218	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Hyphomonadaceae,g__Woodsholea
tax1219	k__Bacteria,p__Armatimonadetes,c__Chthonomonadetes
tax1220	k__Bacteria,p__Chlorobi,c__Ignavibacteria
tax1221	k__Archaea,p__Crenarchaeota,c__Thaumarchaeota,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Candidatus_Nitrososphaera,s__SCA1145
tax1222	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptosporangiaceae
tax1223	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Tatumella,s__terrea
tax1224	k__Bacteria,p__Tenericutes,c__Mollicutes,o__Acholeplasmatales,f__Acholeplasmataceae,g__Acholeplasma
tax1225	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Rhodocyclales,f__Rhodocyclaceae,g__Thauera
tax1226	k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Hyphomonadaceae,g__Woodsholea,s__maritima
tax1227	k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Sharpea
tax1228	k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Caldimonas,s__taiwanensis
tax1229	k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Frigoribacterium
tax1230	k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__5SLASH7N15
tax1231	k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Ornithinibacillus,s__bavariensis
tax1232	k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales
